algo,algo_id,image,label,label_id,pred_id,pred_label,conf,algo_us,infer_us
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,0,rock,0.37,42104,19548
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,2,scissors,0.36,43520,20616
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,0,rock,0.36,41740,19572
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,0,rock,0.35,42172,19520
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,0,rock,0.36,43660,20572
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,0,rock,0.35,41872,19508
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,2,scissors,0.36,42152,19552
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,2,scissors,0.37,42104,19600
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,2,scissors,0.37,43568,20472
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,2,scissors,0.39,41968,19392
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,0,rock,0.35,42104,19520
mean_3,6,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,2,scissors,0.35,43532,20304
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,0,rock,0.36,42056,19592
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,0,rock,0.36,42008,19496
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.35,43368,20464
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.36,43552,20504
mean_3,6,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.36,42000,19560
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/k7KXWWd1IymDhMIm.png,scissors,2,1,paper,0.34,167399,19531
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/F2MYeViv785ejIrb.png,rock,0,0,rock,0.36,167270,19550
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/6sInddznuGf5KuRo.png,rock,0,2,scissors,0.35,170360,20479
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/yQIWMi6PpMKRMZaa.png,rock,0,0,rock,0.35,171601,20439
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/szaSwJITsIY88vQk.png,scissors,2,0,rock,0.35,151899,20370
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/2EAkMCm7ZLnNoBQ7.png,rock,0,0,rock,0.37,151928,20352
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/UW6gS11P3sXF3SBU.png,scissors,2,0,rock,0.37,147692,19550
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/qKPJSQplDj0grFPp.png,rock,0,0,rock,0.36,147858,19432
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/SDQQfzHl47yNqA6K.png,paper,1,0,rock,0.36,147942,19430
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/r9sXHEyVJVCtshSA.png,paper,1,0,rock,0.37,147938,19602
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/eiiwN1DsKoIheMgz.png,paper,1,0,rock,0.35,164948,19580
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/bVzc0yl2Cm3xkOgB.png,rock,0,2,scissors,0.35,165828,19660
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/yC1FoVJ7cUxIEfBc.png,rock,0,2,scissors,0.37,170232,20428
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,2,scissors,0.37,170788,20492
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,2,scissors,0.36,151720,20352
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,2,scissors,0.38,151820,20420
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,0,rock,0.37,148032,19468
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,2,scissors,0.37,147968,19404
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,2,scissors,0.35,147500,19532
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,0,rock,0.35,147020,19540
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,0,rock,0.35,166440,19524
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,0,rock,0.35,166108,19652
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,0,rock,0.36,168652,20292
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,0,rock,0.37,170572,20436
median_3,7,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,0,rock,0.35,151788,20360
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,0,rock,0.36,151864,20504
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,0,rock,0.36,146976,19624
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.35,147824,19560
median_3,7,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.35,147960,19536
median_3,7,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.35,164360,19544
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/k7KXWWd1IymDhMIm.png,scissors,2,0,rock,0.35,68439,19391
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/F2MYeViv785ejIrb.png,rock,0,0,rock,0.36,70110,20319
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/6sInddznuGf5KuRo.png,rock,0,0,rock,0.35,70490,20449
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/yQIWMi6PpMKRMZaa.png,rock,0,0,rock,0.37,68059,19550
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/szaSwJITsIY88vQk.png,scissors,2,0,rock,0.38,68340,19610
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/2EAkMCm7ZLnNoBQ7.png,rock,0,0,rock,0.34,68300,19480
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/UW6gS11P3sXF3SBU.png,scissors,2,0,rock,0.37,70080,20680
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/qKPJSQplDj0grFPp.png,rock,0,0,rock,0.36,70400,20370
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/SDQQfzHl47yNqA6K.png,paper,1,2,scissors,0.37,68452,19638
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/r9sXHEyVJVCtshSA.png,paper,1,2,scissors,0.36,68072,19640
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/eiiwN1DsKoIheMgz.png,paper,1,2,scissors,0.38,67702,19440
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/bVzc0yl2Cm3xkOgB.png,rock,0,2,scissors,0.36,68392,19572
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/yC1FoVJ7cUxIEfBc.png,rock,0,2,scissors,0.35,70464,20340
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,0,rock,0.36,70500,20452
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,0,rock,0.36,68112,19536
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,0,rock,0.35,68480,19692
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,2,scissors,0.35,67248,19604
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,2,scissors,0.36,70116,20468
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,0,rock,0.36,70700,20340
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,0,rock,0.35,67640,19380
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,0,rock,0.36,68452,19568
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,0,rock,0.34,68076,19636
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,0,rock,0.36,70124,20348
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,2,scissors,0.37,70612,20500
bilateral,8,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,2,scissors,0.36,68100,19540
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,2,scissors,0.37,68472,19656
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,2,scissors,0.39,68320,19464
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.35,68344,19472
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.35,70256,20464
bilateral,8,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.37,68192,19400
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/k7KXWWd1IymDhMIm.png,scissors,2,0,rock,0.36,45350,19400
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/F2MYeViv785ejIrb.png,rock,0,0,rock,0.35,46980,20540
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/6sInddznuGf5KuRo.png,rock,0,0,rock,0.35,44979,19531
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/yQIWMi6PpMKRMZaa.png,rock,0,0,rock,0.36,44479,19391
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/szaSwJITsIY88vQk.png,scissors,2,0,rock,0.35,46849,20591
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/2EAkMCm7ZLnNoBQ7.png,rock,0,0,rock,0.35,44980,19530
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/UW6gS11P3sXF3SBU.png,scissors,2,0,rock,0.38,45302,19670
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/qKPJSQplDj0grFPp.png,rock,0,0,rock,0.35,46792,20388
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/SDQQfzHl47yNqA6K.png,paper,1,0,rock,0.35,46900,20500
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/r9sXHEyVJVCtshSA.png,paper,1,0,rock,0.34,44520,19422
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/eiiwN1DsKoIheMgz.png,paper,1,0,rock,0.35,44992,19598
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/bVzc0yl2Cm3xkOgB.png,rock,0,0,rock,0.35,47044,20352
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/yC1FoVJ7cUxIEfBc.png,rock,0,0,rock,0.37,45308,19384
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,0,rock,0.36,44812,19372
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,0,rock,0.35,47148,20492
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,2,scissors,0.34,45320,19528
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,0,rock,0.35,44752,19520
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,0,rock,0.34,46764,20348
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,0,rock,0.35,46508,20332
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,0,rock,0.38,45160,19432
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,0,rock,0.35,44232,19436
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,0,rock,0.34,46756,20268
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,0,rock,0.35,45372,19500
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,0,rock,0.36,44252,19536
sobel,9,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,0,rock,0.34,47196,20328
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,0,rock,0.37,45080,19720
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,0,rock,0.36,44592,19528
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.35,45224,19536
sobel,9,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.34,46984,20504
sobel,9,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.35,45376,19576
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/k7KXWWd1IymDhMIm.png,scissors,2,0,rock,0.34,14359,19471
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/F2MYeViv785ejIrb.png,rock,0,0,rock,0.34,14349,19401
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/6sInddznuGf5KuRo.png,rock,0,0,rock,0.35,14279,19411
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/yQIWMi6PpMKRMZaa.png,rock,0,0,rock,0.34,15140,20390
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/szaSwJITsIY88vQk.png,scissors,2,0,rock,0.34,15160,20409
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/2EAkMCm7ZLnNoBQ7.png,rock,0,0,rock,0.35,15080,20280
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/UW6gS11P3sXF3SBU.png,scissors,2,0,rock,0.34,15190,20448
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/qKPJSQplDj0grFPp.png,rock,0,0,rock,0.34,14448,19430
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/SDQQfzHl47yNqA6K.png,paper,1,0,rock,0.34,14380,19390
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/r9sXHEyVJVCtshSA.png,paper,1,0,rock,0.34,14490,19542
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/eiiwN1DsKoIheMgz.png,paper,1,0,rock,0.35,14458,19542
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/bVzc0yl2Cm3xkOgB.png,rock,0,0,rock,0.34,14452,19536
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/yC1FoVJ7cUxIEfBc.png,rock,0,0,rock,0.34,14288,19384
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,0,rock,0.34,14288,19532
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,0,rock,0.34,14488,19392
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,0,rock,0.35,14444,19524
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,0,rock,0.34,15148,20524
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,0,rock,0.34,15148,20264
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,0,rock,0.34,15080,20488
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,0,rock,0.35,15064,20320
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,0,rock,0.35,14452,19548
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,0,rock,0.34,14388,19400
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,0,rock,0.34,14288,19520
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,0,rock,0.34,14432,19648
roberts,10,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,0,rock,0.34,14352,19400
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,0,rock,0.35,14448,19584
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,0,rock,0.35,14464,19680
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.34,14416,19672
roberts,10,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.34,14424,19520
roberts,10,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.34,15136,20392
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/k7KXWWd1IymDhMIm.png,scissors,2,0,rock,0.36,45529,20421
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/F2MYeViv785ejIrb.png,rock,0,0,rock,0.35,43839,19531
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/6sInddznuGf5KuRo.png,rock,0,0,rock,0.35,44080,19530
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/yQIWMi6PpMKRMZaa.png,rock,0,0,rock,0.36,43790,19390
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/szaSwJITsIY88vQk.png,scissors,2,0,rock,0.35,45819,20300
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/2EAkMCm7ZLnNoBQ7.png,rock,0,0,rock,0.35,43840,19528
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/UW6gS11P3sXF3SBU.png,scissors,2,0,rock,0.37,43862,19388
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/qKPJSQplDj0grFPp.png,rock,0,0,rock,0.35,45770,20400
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/SDQQfzHl47yNqA6K.png,paper,1,0,rock,0.35,44018,19392
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/r9sXHEyVJVCtshSA.png,paper,1,0,rock,0.34,44032,19440
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/eiiwN1DsKoIheMgz.png,paper,1,0,rock,0.35,45520,20282
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/bVzc0yl2Cm3xkOgB.png,rock,0,0,rock,0.35,45660,20340
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/yC1FoVJ7cUxIEfBc.png,rock,0,0,rock,0.36,43808,19604
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,0,rock,0.36,43640,19520
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,0,rock,0.35,45588,20324
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,0,rock,0.35,43820,19432
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,0,rock,0.35,43852,19540
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,0,rock,0.34,45560,20352
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,0,rock,0.35,43644,19500
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,0,rock,0.38,44060,19552
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,0,rock,0.35,45520,20288
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,0,rock,0.34,45544,20480
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,0,rock,0.35,44032,19456
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,0,rock,0.36,44008,19384
prewitt,11,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,0,rock,0.34,45820,20468
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,0,rock,0.36,43592,19424
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,0,rock,0.36,43840,19536
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.35,45688,20528
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.34,44016,19392
prewitt,11,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.35,43840,19536
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/k7KXWWd1IymDhMIm.png,scissors,2,0,rock,0.36,47819,20591
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/F2MYeViv785ejIrb.png,rock,0,0,rock,0.35,45740,19550
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/6sInddznuGf5KuRo.png,rock,0,0,rock,0.34,45480,19670
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/yQIWMi6PpMKRMZaa.png,rock,0,0,rock,0.35,47850,20490
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/szaSwJITsIY88vQk.png,scissors,2,0,rock,0.37,46811,20439
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/2EAkMCm7ZLnNoBQ7.png,rock,0,0,rock,0.35,45962,19570
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/UW6gS11P3sXF3SBU.png,scissors,2,0,rock,0.35,45800,19678
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/qKPJSQplDj0grFPp.png,rock,0,0,rock,0.35,47728,20562
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/SDQQfzHl47yNqA6K.png,paper,1,0,rock,0.34,45438,19552
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/r9sXHEyVJVCtshSA.png,paper,1,0,rock,0.35,45760,19602
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/eiiwN1DsKoIheMgz.png,paper,1,0,rock,0.34,47590,20438
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/bVzc0yl2Cm3xkOgB.png,rock,0,0,rock,0.35,45540,19540
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/yC1FoVJ7cUxIEfBc.png,rock,0,0,rock,0.35,46000,19444
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/sq8ppoxKFLEiWc1N.png,rock,0,0,rock,0.34,45272,19528
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/b15QGB4XPECDemV5.png,paper,1,0,rock,0.35,45764,19616
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/mN2Tm82UB8XH1eNs.png,rock,0,0,rock,0.34,45744,19540
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/AfvIbTwxuG0q7Ij1.png,paper,1,0,rock,0.35,45808,19500
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/wytuIz48uLeDoGqz.png,paper,1,0,rock,0.34,47760,20608
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/7IYZ788SAadhvemj.png,paper,1,0,rock,0.34,45720,19672
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/YllhyQANozETi3MM.png,rock,0,0,rock,0.36,45700,19588
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/52nvTykEONIdmqQI.png,paper,1,0,rock,0.35,47808,20584
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/pUCjvjdpH5HSaWxl.png,paper,1,0,rock,0.35,45624,19436
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/r2sdyTijtdmySs6h.png,scissors,2,2,scissors,0.34,46000,19432
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/qC5sV6TzOBzyzW0p.png,paper,1,0,rock,0.35,45724,19548
scharr,12,/Users/maksum/.modusmate/datasets/rps/paper/9GnoYJhsreNoV2Wn.png,paper,1,0,rock,0.35,48072,20408
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/0657zSfiTYzP2jrl.png,scissors,2,0,rock,0.35,45968,19552
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/JTzFGcfB5wsRyDrm.png,scissors,2,0,rock,0.34,46072,19560
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/Kp9F0tIiHIT310h6.png,rock,0,0,rock,0.34,47944,20448
scharr,12,/Users/maksum/.modusmate/datasets/rps/rock/lN7rUXL8DBzW1KoR.png,rock,0,0,rock,0.35,46040,19536
scharr,12,/Users/maksum/.modusmate/datasets/rps/rps-cv-images/scissors/FAgOt7E8exiEn1fa.png,scissors,2,0,rock,0.34,46048,19552
